CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,CUISINE DESCRIPTION,SCORE,GRADE,GRADE DATE
40363644,DOMINO'S,MANHATTAN,464,3 AVENUE,10016.0,Pizza,4.0,A,2017-03-30
40363945,DOMINO'S,MANHATTAN,148,WEST   72 STREET,10023.0,Pizza,12.0,A,2017-03-02
40364920,RIZZO'S FINE PIZZA,QUEENS,3013,STEINWAY STREET,11103.0,Pizza,12.0,A,2016-11-03
40365280,COMO PIZZA,MANHATTAN,4035,BROADWAY,10032.0,Pizza,10.0,A,2016-08-29
40365632,J&V FAMOUS PIZZA,BROOKLYN,6322,18 AVENUE,11204.0,Pizza,2.0,A,2017-04-05
40365882,NEW YORK PIZZA SUPREMA,MANHATTAN,413,8 AVENUE,10001.0,Pizza,12.0,A,2016-05-26
40366002,MARGHERITA PIZZA,QUEENS,16304,JAMAICA AVENUE,11432.0,Pizza,12.0,A,2017-03-10
40367789,DANI PIZZA AND RESTAURANT,QUEENS,8128,LEFFERTS BOULEVARD,11415.0,Pizza,9.0,A,2016-12-08
40369262,JOHN'S PIZZERIA,QUEENS,8502,GRAND AVENUE,11373.0,Pizza,3.0,A,2016-07-13
40369482,ARMANDO'S PIZZA,BROOKLYN,1366,PENNSYLVANIA AVENUE,11239.0,Pizza,13.0,A,2017-03-17
40372631,YANKEE JZ PIZZA,BRONX,1599,WESTCHESTER AVENUE,10472.0,Pizza,12.0,A,2016-12-20
40375286,LA VILLA DE PIZZA & RESTAURANT,QUEENS,8207,153 AVENUE,11414.0,Pizza,5.0,A,2017-03-01
40375899,NERON'S PIZZA,QUEENS,21532,HILLSIDE AVENUE,11427.0,Pizza,2.0,A,2017-03-09
40378970,CAESAR'S PALACE,MANHATTAN,493,AMSTERDAM AVENUE,10024.0,Pizza,10.0,A,2016-03-30
40380422,CARLOS PIZZA,QUEENS,7402,METROPOLITAN AVENUE,11379.0,Pizza,5.0,A,2017-03-01
40380996,SMILING PIZZA,BROOKLYN,323,7 AVENUE,11215.0,Pizza,4.0,A,2017-03-27
40382652,TOMMY'S PIZZA,BRONX,4033,EAST TREMONT AVENUE,10465.0,Pizza,12.0,A,2016-04-06
40383044,PIZZA WAGON,BROOKLYN,8606,5 AVENUE,11209.0,Pizza,10.0,A,2017-04-12
40383281,GABY'S PIZZA,QUEENS,20423,HILLSIDE AVENUE,11423.0,Pizza,8.0,A,2017-03-24
40383496,THE GROTTO,MANHATTAN,69,NEW STREET,10004.0,Pizza,8.0,A,2016-11-18
40383945,PIZZA D'ORO,STATEN ISLAND,3115,VICTORY BOULEVARD,10314.0,Pizza,11.0,A,2016-07-19
40384458,DREAM PIZZA,QUEENS,3767,JUNCTION BOULEVARD,11368.0,Pizza,5.0,A,2017-02-06
40384662,J & R PIZZA,BROOKLYN,1916,KINGS HIGHWAY,11229.0,Pizza,13.0,A,2016-09-07
40385584,PIZZA GARDEN,QUEENS,17101,NORTHERN BOULEVARD,11358.0,Pizza,13.0,A,2016-04-14
40385873,RAY'S PIZZA,MANHATTAN,829-831,7 AVENUE,10019.0,Pizza,4.0,A,2016-07-27
40386278,VENICE PIZZA,BRONX,1539,UNIONPORT ROAD,10462.0,Pizza,12.0,A,2016-09-07
40386303,PIZZA PLUS,BROOKLYN,359,SEVENTH AVENUE,11215.0,Pizza,13.0,A,2016-05-13
40386569,SAL AND CARMINE PIZZA,MANHATTAN,2671,BROADWAY,10025.0,Pizza,9.0,A,2016-12-15
40386722,SANREMO PIZZA,QUEENS,5601,MYRTLE AVENUE,11385.0,Pizza,7.0,A,2017-03-07
40387399,ARTURO'S PIZZA,BRONX,5189A,BROADWAY,10463.0,Pizza,7.0,A,2016-09-21
40388235,LUCKY PIZZA,QUEENS,2714,BRIDGE PLAZA SOUTH,11101.0,Pizza,9.0,A,2016-03-07
40388253,THE PIZZA PLACE,BRONX,1665,METROPOLITAN AVENUE,10462.0,Pizza,3.0,A,2016-04-05
40388419,FAMOUS FAMIGLIA PIZZERIA,MANHATTAN,2859,BROADWAY,10025.0,Pizza,10.0,A,2017-03-02
40388639,GLENDALE PIZZA,QUEENS,6827,MYRTLE AVENUE,11385.0,Pizza,5.0,A,2016-02-23
40389114,SACCO PIZZA,MANHATTAN,819,9 AVENUE,10019.0,Pizza,9.0,A,2017-01-30
40389138,RIVOLI PIZZA RESTAURANT,MANHATTAN,176,7 AVENUE SOUTH,10014.0,Pizza,16.0,B,2016-11-14
40389175,ROYAL PIZZA,BROOKLYN,945,PENNSYLVANIA AVENUE,11207.0,Pizza,5.0,A,2016-12-08
40389633,UNO PIZZERIA AND GRILL,QUEENS,3902,BELL BOULEVARD,11361.0,Pizza,8.0,A,2016-11-21
40389701,ROSA'S PIZZA,QUEENS,5526,69 STREET,11378.0,Pizza,25.0,B,2017-01-06
40391121,LAZZARAS PIZZA CAFE,MANHATTAN,221,WEST   38 STREET,10018.0,Pizza,9.0,A,2017-02-27
40392140,SALVATORE AND LLOYD'S PIZZA,STATEN ISLAND,3850,RICHMOND AVENUE,10312.0,Pizza,2.0,A,2016-02-10
40394329,FRANK'S PIZZA RESTAURANT,BROOKLYN,2134,FLATBUSH AVENUE,11234.0,Pizza,10.0,A,2016-08-03
40394357,ABITINO'S PIZZA,MANHATTAN,733,2 AVENUE,10016.0,Pizza,9.0,A,2016-09-22
40394650,GINO'S PIZZA,BROOKLYN,4006,13 AVENUE,11218.0,Pizza,10.0,A,2016-05-12
40395122,GINO'S PIZZERIA RESTAURANT,MANHATTAN,345,EAST   83 STREET,10028.0,Pizza,2.0,A,2017-02-22
40395200,UNO PIZZERIA AND GRILL,MANHATTAN,220,EAST   86 STREET,10028.0,Pizza,13.0,A,2017-01-17
40395597,ELMHURST FAMOUS PIZZA,QUEENS,8307,BROADWAY,11373.0,Pizza,12.0,A,2017-04-06
40395865,PIZZA NOSH,BROOKLYN,2807,NOSTRAND AVENUE,11229.0,Pizza,9.0,A,2016-10-20
40395921,GOLDEN PIZZA,BRONX,504,EAST  138 STREET,10454.0,Pizza,4.0,A,2016-03-29
40396492,ROYAL KING'S PIZZA,BROOKLYN,5211,5 AVENUE,11220.0,Pizza,4.0,A,2016-10-18
40396496,MR. PHIL'S PIZZA,BROOKLYN,7212,NEW UTRECHT AVE,11228.0,Pizza,8.0,A,2016-10-19
40396548,PUGSLEY PIZZA,BRONX,590,EAST  191 STREET,10458.0,Pizza,8.0,A,2016-09-12
40397190,BRAVO PIZZA,MANHATTAN,1367,BROADWAY,10018.0,Pizza,13.0,A,2016-12-05
40397458,LUCIA PIZZA,QUEENS,13655,ROOSEVELT AVENUE,11354.0,Pizza,12.0,A,2016-08-29
40397626,JENTANA'S PIZZA,BROOKLYN,5102,FT HAMILTON PARKWAY,11219.0,Pizza,7.0,A,2017-01-05
40398440,NICK'S PIZZA,QUEENS,10826,ASCAN AVENUE,11375.0,Pizza,5.0,A,2016-05-26
40398700,FAMOUS PIZZA,QUEENS,7512,37 AVENUE,11372.0,Pizza,13.0,A,2016-05-25
40398899,KNAPP ST PIZZA II,BROOKLYN,261,AVENUE X,11223.0,Pizza,18.0,B,2017-02-25
40398910,JOE'S PIZZA,BRONX,1858,ARCHER STREET,10460.0,Pizza,13.0,A,2016-03-31
40399422,PIZZA CHEF,QUEENS,15381,CROSS ISLAND PARKWAY,11357.0,Pizza,13.0,A,2017-03-08
40399867,DOMINO'S,MANHATTAN,181,CHURCH STREET,10007.0,Pizza,13.0,A,2016-08-24
40399911,LENNY'S PIZZA,BROOKLYN,1969,86 STREET,11214.0,Pizza,11.0,A,2016-07-11
40400251,QUENTIN PIZZA,BROOKLYN,3211,QUENTIN ROAD,11234.0,Pizza,4.0,A,2016-02-20
40400473,DOMINO'S,MANHATTAN,170,WEST   23 STREET,10011.0,Pizza,12.0,A,2016-08-12
40400492,AVELLINO RESTAURANT,QUEENS,9703,64 AVENUE,11374.0,Pizza,12.0,A,2016-05-02
40400898,VILLAGE MARIA PIZZA II,STATEN ISLAND,768,MANOR ROAD,10314.0,Pizza,7.0,A,2016-08-16
40401837,JERUSALEM PIZZA,BROOKLYN,1424,AVENUE M,11230.0,Pizza,13.0,A,2017-04-20
40401841,VILLAGE PIZZA,MANHATTAN,65,8 AVENUE,10014.0,Pizza,13.0,A,2016-05-16
40402007,GRAND AVENUE PIZZA,QUEENS,3424,30 AVENUE,11103.0,Pizza,13.0,A,2016-06-08
40511771,PIZZA PARK,MANHATTAN,1233,FIRST AVENUE,10065.0,Pizza,9.0,A,2016-08-31
40511852,DOMINO'S,MANHATTAN,1993,THIRD AVENUE,10029.0,Pizza,13.0,A,2016-11-09
40514734,TONY'S PIZZA,BROOKLYN,355,GRAHAM AVENUE,11211.0,Pizza,10.0,A,2017-01-25
40515448,FREDDIE & PEPPER'S PIZZA,MANHATTAN,303,AMSTERDAM AVENUE,10023.0,Pizza,9.0,A,2017-02-08
40525767,CAPRI II PIZZA,BRONX,149,DREISER LOOP,10475.0,Pizza,7.0,A,2016-10-11
40535659,ANTONIO'S PIZZA,BROOKLYN,318,FLATBUSH AVENUE,11238.0,Pizza,11.0,A,2016-07-14
40542345,TOWNE DELI & PIZZA,STATEN ISLAND,5373,ARTHUR KILL ROAD,10307.0,Pizza,16.0,Z,2017-04-11
40543458,DOMINO'S,MANHATTAN,4797,BROADWAY,10034.0,Pizza,9.0,A,2016-12-29
40544427,LODUCA'S PIZZA,BROOKLYN,14,NEWKIRK PLAZA,11226.0,Pizza,12.0,A,2016-04-20
40544813,BENNY'S FAMOUS PIZZA,BROOKLYN,4514,13 AVENUE,11219.0,Pizza,0.0,A,2017-03-21
40544948,ALBA'S PIZZA,QUEENS,3620,DITMARS BOULEVARD,11105.0,Pizza,10.0,A,2017-01-25
40546082,DON PEPI PIZZA,MANHATTAN,000,PENN STATION,10001.0,Pizza,13.0,A,2017-03-06
40548730,RAY'S PIZZA RESTUARANT,BRONX,553,EAST  138 STREET,10454.0,Pizza,13.0,A,2017-04-10
40551093,GINO'S PIZZA,BROOKLYN,218,FLATBUSH AVENUE,11217.0,Pizza,11.0,A,2017-03-06
40552366,GIGI'S PIZZERIA,QUEENS,2009,FRANCIS LEWIS BOULEVARD,11357.0,Pizza,7.0,A,2016-05-09
40553657,LENNY'S PIZZA,BROOKLYN,594,5 AVENUE,11215.0,Pizza,11.0,A,2016-05-17
40561290,TOTONNO'S PIZZERIA,BROOKLYN,1524,NEPTUNE AVENUE,11224.0,Pizza,2.0,A,2016-03-10
40564701,DOMINO'S,MANHATTAN,943,1ST AVE,10022.0,Pizza,13.0,A,2016-09-27
40566489,PIZZA HUT,MANHATTAN,761,7 AVENUE,10019.0,Pizza,2.0,A,2016-09-30
40575863,FAMOUS JOE'S PIZZA,MANHATTAN,7,CARMINE STREET,10014.0,Pizza,11.0,A,2016-05-23
40576196,MARIELLA PIZZA,MANHATTAN,965,LEXINGTON AVENUE,10021.0,Pizza,3.0,A,2016-08-16
40576283,ROCKY'S PIZZA RESTAURANT,BROOKLYN,474,CONEY ISLAND AVE,11218.0,Pizza,10.0,A,2016-07-12
40576286,ANNA MARIA PIZZA PASTA,BROOKLYN,179,BEDFORD AVENUE,11211.0,Pizza,10.0,A,2016-11-10
40576978,MAMA CARMELA'S,QUEENS,4914,30 AVENUE,11377.0,Pizza,9.0,A,2016-03-22
40577023,FAMILY PIZZA,BROOKLYN,720,FLATBUSH AVENUE,11225.0,Pizza,11.0,A,2017-03-30
40577362,GINO'S PIZZA,BROOKLYN,831,FLATBUSH AVENUE,11226.0,Pizza,8.0,A,2016-08-04
40578773,JOHN'S PIZZA,MANHATTAN,260,WEST   44 STREET,10036.0,Pizza,13.0,A,2016-06-22
40580683,THE ORIGINAL PIZZA OF AVENUE L,BROOKLYN,9514,AVENUE L,11236.0,Pizza,5.0,A,2016-12-12
40588072,CIRO PIZZA,QUEENS,11319,BEACH CHANNEL DRIVE,11694.0,Pizza,7.0,A,2016-01-21
40588462,JOHN'S PIZZA,QUEENS,11115,LEFFERTS BOULEVARD,11420.0,Pizza,10.0,A,2017-03-13
40593844,THE ORIGINAL PIZZA OF 4TH AVE,BROOKLYN,6823,4 AVENUE,11220.0,Pizza,12.0,A,2016-08-17
40597409,STROMBOLI PIZZA,MANHATTAN,83,ST MARKS PLACE,10003.0,Pizza,10.0,A,2017-04-03
40598699,BIG ALS CHICAGO PIZZA,MANHATTAN,9,THAMES STREET,10006.0,Pizza,13.0,A,2016-03-24
40604769,FAMOUS FAMIGLIA,MANHATTAN,734,AMSTERDAM AVENUE,10025.0,Pizza,5.0,A,2017-03-23
40605511,DOMINO'S,MANHATTAN,409,WEST  125 STREET,10027.0,Pizza,9.0,A,2016-03-31
40614489,FRESH MEADOW'S PIZZA & RESTAURANT,QUEENS,19509,69 AVENUE,11365.0,Pizza,7.0,A,2017-04-04
40617679,CAPRI PIZZA RESTAURANT,BRONX,2401,WESTCHESTER AVENUE,10461.0,Pizza,12.0,A,2016-09-28
40622601,A-1 PIZZA SHOP,MANHATTAN,505,GRAND STREET,10002.0,Pizza,11.0,A,2016-10-17
40623708,PIZZA EXPRESS,BRONX,2125,WHITE PLAINS ROAD,10462.0,Pizza,10.0,A,2016-03-28
40634607,PIZZA ITALIA 1,BRONX,842,EAST  180 STREET,10460.0,Pizza,12.0,A,2017-04-03
40639672,ROMA PIZZA,BRONX,735,ALLERTON AVE,10467.0,Pizza,20.0,B,2017-03-21
40645559,BAYRIDGE PIZZA,BROOKLYN,7704,5 AVENUE,11209.0,Pizza,10.0,A,2017-04-11
40652017,PIZZA D'AMORE,BROOKLYN,8949,BAY PARKWAY,11214.0,Pizza,3.0,A,2016-03-22
40654457,THE ORIGINAL PIZZA IV,BROOKLYN,2911,AVENUE U,11229.0,Pizza,3.0,A,2017-02-16
40661232,BELMORA PIZZA & RESTAURANT,MANHATTAN,139,EAST   57 STREET,10022.0,Pizza,8.0,A,2017-02-16
40662141,J AND D PIZZA,QUEENS,9853,63 ROAD,11374.0,Pizza,10.0,A,2017-02-16
40669648,J & S PIZZA,QUEENS,24435,MERRICK BOULEVARD,11422.0,Pizza,11.0,A,2016-11-15
40673117,10TH AVENUE PIZZA & CAFE,MANHATTAN,256,10TH AVE BET 24 & 25 ST ),10001.0,Pizza,12.0,A,2016-03-21
40677193,BIG JONS PIZZA & RESTAURANT,QUEENS,21911,JAMAICA AVENUE,11428.0,Pizza,9.0,A,2017-03-20
40678310,BUREK'S PIZZA,QUEENS,6855,FOREST AVENUE,11385.0,Pizza,12.0,A,2016-10-25
40692120,NEW ROMA PIZZA,MANHATTAN,116,DELANCY STREET,10002.0,Pizza,13.0,A,2017-04-03
40694187,GARY AND GINO'S,BRONX,3700,JEROME AVENUE,10467.0,Pizza,13.0,A,2017-04-19
40702330,DA VINCI PIZZA,MANHATTAN,44,WATER STREET,10004.0,Pizza,13.0,A,2016-11-07
40704635,BEN'S PIZZA,MANHATTAN,123,MACDOUGAL ST,10012.0,Pizza,10.0,A,2016-01-22
40705733,HARBOR PIZZA,QUEENS,6460,DRY HARBOR ROAD,11379.0,Pizza,11.0,A,2017-03-21
40711820,DAGAN PIZZA,BROOKLYN,6187,STRICKLAND AVENUE,11234.0,Pizza,13.0,A,2016-09-28
40715785,PIZZA HUT,QUEENS,9608,QUEENS BOULEVARD,11374.0,Pizza,9.0,A,2016-11-23
40715788,PIZZA HUT,QUEENS,5102,NORTHERN BLVD,11377.0,Pizza,11.0,A,2016-05-24
40715796,PIZZA HUT,QUEENS,22003,HILLSIDE AVENUE,11427.0,Pizza,13.0,A,2017-03-02
40715826,PIZZA HUT,QUEENS,6051,MYRTLE AVE,11385.0,Pizza,7.0,A,2017-04-20
40716177,PIZZA HUT,QUEENS,25311,HILLSIDE AVENUE,11426.0,Pizza,9.0,A,2016-04-20
40716188,PIZZA HUT,QUEENS,14419,NORTHERN BOULEVARD,11354.0,Pizza,9.0,A,2016-03-21
40716193,PIZZA HUT,QUEENS,8920,ATLANTIC AVE,11416.0,Pizza,2.0,A,2017-02-23
40716271,ROSARIO'S PIZZA,MANHATTAN,173,ORCHARD STREET,10002.0,Pizza,7.0,A,2017-02-22
40716299,CHUCK E. CHEESE'S,STATEN ISLAND,1775,SOUTH AVENUE,10314.0,Pizza,9.0,A,2017-04-11
40721285,DOMINO'S,MANHATTAN,153,EAST  116 STREET,10029.0,Pizza,2.0,A,2017-03-24
40725375,MARKET PLACE PIZZA,BRONX,0,HUNTS POINT,10474.0,Pizza,10.0,A,2015-12-31
40730270,NOT JUST PIZZA,BROOKLYN,1286,FULTON STREET,11216.0,Pizza,11.0,A,2016-03-24
40731374,PIZZA DEN,BROOKLYN,8521,18 AVENUE,11214.0,Pizza,11.0,A,2016-09-22
40739378,TOM'S DELICIOUS PIZZA,MANHATTAN,3161,BROADWAY,10027.0,Pizza,7.0,A,2016-05-20
40741630,SUSIE'S PIES,BRONX,2308,GRAND CONCOURSE,10458.0,Pizza,5.0,A,2016-12-28
40742986,DOMINO'S,BROOKLYN,1208,NEPTUNE AVENUE,11224.0,Pizza,9.0,A,2017-04-13
40742988,DOMINO'S,BROOKLYN,1111,PENNSYLVANIA AVENUE,11207.0,Pizza,34.0,Z,2017-01-10
40742989,DOMINO'S,BROOKLYN,9105,4 AVENUE,11209.0,Pizza,23.0,B,2016-11-09
40742990,DOMINO'S,BRONX,738,MORRIS PARK AVENUE,10462.0,Pizza,18.0,B,2016-11-09
40742996,DOMINO'S,BROOKLYN,1758,PITKIN AVENUE,11212.0,Pizza,12.0,A,2016-12-05
40742997,DOMINO'S,BRONX,3611,KINGSBRIDGE AVENUE,10463.0,Pizza,12.0,A,2017-04-06
40742999,DOMINO'S,BROOKLYN,183,GRAHAM AVENUE,11206.0,Pizza,22.0,B,2016-09-26
40743000,DOMINO'S,BRONX,3706,EAST TREMONT AVENUE,10465.0,Pizza,13.0,A,2016-05-12
40743359,DOMINO'S,BRONX,2075,JEROME AVENUE,10453.0,Pizza,7.0,A,2016-04-27
40743368,DOMINO'S,QUEENS,12521,ROCKAWAY BOULEVARD,11420.0,Pizza,12.0,A,2016-12-15
40743370,DOMINO'S,BROOKLYN,7722,13 AVENUE,11228.0,Pizza,4.0,A,2016-05-25
40743374,DOMINO'S,QUEENS,18807,UNION TURNPIKE,11366.0,Pizza,13.0,A,2016-04-04
40743416,DOMINO'S,QUEENS,7802,JAMAICA AVENUE,11421.0,Pizza,3.0,A,2016-05-04
40743421,DOMINO'S,QUEENS,13131,MERRICK BOULEVARD,11434.0,Pizza,11.0,A,2016-09-19
40743432,DOMINO'S,QUEENS,13857,QUEENS BOULEVARD,11435.0,Pizza,3.0,A,2017-02-06
40744492,PRONTO PIZZA,BROOKLYN,2928,AVENUE R,11229.0,Pizza,13.0,A,2016-06-06
40745618,MIKE'S PIZZA,BROOKLYN,905,MYRTLE AVENUE,11206.0,Pizza,12.0,A,2017-01-19
40745681,JUNIOR'S CAFE,QUEENS,4618,VERNON BOULEVARD,11101.0,Pizza,23.0,B,2016-11-23
40746890,DOMINO'S,BROOKLYN,1972,FLATBUSH AVENUE,11234.0,Pizza,13.0,A,2016-08-18
40746892,DOMINO'S,BROOKLYN,146,SMITH STREET,11201.0,Pizza,3.0,A,2017-03-16
40746893,DOMINO'S,BROOKLYN,1555,NOSTRAND AVENUE,11226.0,Pizza,13.0,A,2017-01-30
40747050,SAMARIA PIZZA,QUEENS,2107,BROADWAY,11106.0,Pizza,10.0,A,2017-03-13
40751449,LITTLE ITALY PIZZA,MANHATTAN,521,5 AVENUE,10175.0,Pizza,12.0,A,2017-01-10
40752011,CAFE AMORE'S RESTAURANT,MANHATTAN,14751,CHAMBERS STREET,10013.0,Pizza,7.0,A,2017-02-22
40754486,ELEGANTE PIZZA,BROOKLYN,6922,5 AVENUE,11209.0,Pizza,13.0,A,2016-09-13
40754765,MORRIS PARK PIZZA,BRONX,656,MORRIS PARK AVENUE,10462.0,Pizza,9.0,A,2017-02-18
40755548,CIRCLE PIZZERIA,BRONX,112,HUGH GRANT CIRCLE,10472.0,Pizza,10.0,A,2016-05-23
40759928,NINO'S PIZZA,BROOKLYN,9110,3 AVENUE,11209.0,Pizza,11.0,A,2016-11-09
40759930,BELLA NAPOLI,BRONX,524,EAST  240 STREET,10470.0,Pizza,11.0,A,2016-03-16
40760487,ROMA PIZZA,MANHATTAN,1568,3 AVENUE,10128.0,Pizza,15.0,B,2017-01-25
40764527,PIZZA PALACE,QUEENS,2929,DITMARS BOULEVARD,11105.0,Pizza,10.0,A,2016-11-29
40782328,CHARLES PIZZERIA,BROOKLYN,4910,5 AVENUE,11220.0,Pizza,10.0,A,2017-04-06
40783967,THE PIZZA PUB / AMPERSAND,MANHATTAN,294,3 AVENUE,10010.0,Pizza,27.0,Z,2016-07-27
40791157,LA PIAZZA PIZZERIA & RESTAURANT,STATEN ISLAND,1445,RICHMOND AVENUE,10314.0,Pizza,13.0,A,2016-08-25
40794835,PIZZA PORT,QUEENS,13515,LEFFERTS BOULEVARD,11420.0,Pizza,10.0,A,2017-01-26
40796892,MUZZARELLA PIZZA,MANHATTAN,221,AVENUE A,10009.0,Pizza,18.0,Z,2016-09-14
40800072,SUTTON PIZZA & GYRO,MANHATTAN,1140,1 AVENUE,10065.0,Pizza,8.0,A,2016-05-03
40805500,DOMINO'S,BROOKLYN,554,5 AVENUE,11215.0,Pizza,5.0,A,2016-11-19
40814430,BAD BOYS PIZZA,BROOKLYN,2313,86 STREET,11214.0,Pizza,9.0,A,2016-12-05
40820021,THE AURORA PIZZA CAFFE,BROOKLYN,7624,17 AVENUE,11214.0,Pizza,8.0,A,2016-04-12
40820348,DOMINO'S,BROOKLYN,3901,4 AVENUE,11232.0,Pizza,4.0,A,2016-03-24
40821884,GINO'S PIZZA,QUEENS,6501,KISSENA BOULEVARD,11367.0,Pizza,12.0,A,2016-11-16
40826271,FRONT STREET PIZZA,BROOKLYN,80,FRONT STREET,11201.0,Pizza,12.0,A,2016-12-21
40837605,BRICK OVEN PIZZA 33,MANHATTAN,201,EAST   33 STREET,10016.0,Pizza,10.0,A,2016-10-20
40840790,ORIGINAL PIZZA,BROOKLYN,2351,RALPH AVENUE,11234.0,Pizza,12.0,A,2016-08-08
40849624,DOMINO'S,BRONX,2463,WEBSTER AVENUE,10458.0,Pizza,11.0,A,2016-03-31
40849849,FAMOUS BEN'S PIZZA OF SOHO,MANHATTAN,177,SPRING STREET,10012.0,Pizza,9.0,A,2016-11-21
40856208,ROCCO PIZZA,BROOKLYN,765,DEKALB AVENUE,11216.0,Pizza,11.0,A,2016-06-23
40860410,LA BELLA PIZZA,STATEN ISLAND,1499,FOREST AVENUE,10302.0,Pizza,8.0,A,2016-07-27
40861103,MARIO'S PIZZA,QUEENS,24410,FRANCIS LEWIS BOULEVARD,11422.0,Pizza,13.0,A,2017-01-03
