CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,CUISINE DESCRIPTION,SCORE,GRADE,GRADE DATE
50043795,NEW FRESH PIZZA,BROOKLYN,2703,CHURCH AVE,11226.0,Pizza,12.0,A,2016-03-22
50043798,DOMINO'S,QUEENS,6314,QUEENS BLVD,11377.0,Pizza,9.0,A,2017-01-26
50043951,PAPA JOHN'S,BRONX,3746,3RD AVE,10456.0,Pizza,8.0,A,2016-10-26
50044029,PAPA JOHN'S,BRONX,1520,WESTCHESTER AVE,10472.0,Pizza,10.0,A,2017-01-17
50044033,PAPA JOHN'S,BRONX,868,E TREMONT AVE,10460.0,Pizza,40.0,Z,2017-04-03
50044034,PAPA JOHN'S,BRONX,1979,JEROME AVE,10453.0,Pizza,13.0,A,2016-06-01
50044118,GALLERIA PIZZA,QUEENS,9520,101ST AVE,11416.0,Pizza,12.0,A,2016-10-26
50044144,PAPA JOHN'S,BRONX,475,WILLIS AVE,10455.0,Pizza,2.0,A,2017-03-10
50044430,JOJO PIZZA #2,BRONX,906,E 180TH ST,10460.0,Pizza,11.0,A,2017-02-28
50044510,LITTLE CAESARS PIZZA,BROOKLYN,1448,NOSTRAND AVE,11226.0,Pizza,3.0,A,2017-03-20
50044517,DOMINO'S,STATEN ISLAND,1785,VICTORY BLVD,10314.0,Pizza,12.0,A,2017-04-13
50044603,CASSA NORMA PIZZA CONCESSION,MANHATTAN,4,PENN PLZ,10121.0,Pizza,2.0,A,2017-03-16
50044648,PARKWAY PIZZA,QUEENS,1905,UTOPIA PKWY,11357.0,Pizza,11.0,A,2017-03-20
50044698,II FORNO PIZZA AND PASTA RESTAURANT,MANHATTAN,343,2ND AVE,10003.0,Pizza,22.0,B,2016-11-28
50044780,CASA NONNA,MANHATTAN,4,PENN PLZ,10121.0,Pizza,0.0,A,2017-03-16
50044818,J&M PIZZA,QUEENS,263,BEACH 20TH ST,11691.0,Pizza,12.0,A,2017-02-17
50044891,DOMINO'S,QUEENS,150-29,CROSS BAY BLVD,11414.0,Pizza,8.0,A,2017-01-04
50044895,ALIOTTA'S PIZZA,STATEN ISLAND,6833,AMBOY RD,10309.0,Pizza,12.0,A,2016-07-12
50044933,PIZZAMARU,QUEENS,15616,NORTHERN BLVD,11354.0,Pizza,12.0,A,2016-08-02
50045074,BELLA ROMA PIZZA,MANHATTAN,401,E 57TH ST,10022.0,Pizza,8.0,A,2016-10-25
50045291,BROOKLYN PIZZERIA,BROOKLYN,1351,SAINT JOHNS PL,11213.0,Pizza,2.0,A,2017-01-20
50045305,DOMINO'S,MANHATTAN,440,E 14TH ST,10009.0,Pizza,5.0,A,2016-12-21
50045338,THE NEW PIZZA PROFESSOR,QUEENS,14125,JEWEL AVE,11367.0,Pizza,9.0,A,2017-04-19
50045353,LITTLE ITALY PIZZA,MANHATTAN,46,FULTON ST,10038.0,Pizza,12.0,A,2016-10-07
50045360,LITTLE CAESARS,BROOKLYN,456,SUTTER AVE,11212.0,Pizza,11.0,A,2017-04-06
50045361,LITTLE CAESARS,BROOKLYN,190,E 98TH ST,11212.0,Pizza,3.0,A,2017-02-28
50045362,LITTLE CAESARS,BROOKLYN,300,WYCKOFF AVE,11237.0,Pizza,10.0,A,2017-01-04
50045376,ASTORIA FAMILY PIZZA,QUEENS,1927,DITMARS BLVD,11105.0,Pizza,13.0,A,2016-05-19
50045409,RIOSSI PIZZA,MANHATTAN,4417,BROADWAY,10040.0,Pizza,9.0,A,2016-10-31
50045422,DOMINIC'S GOURMET PIZZA,BRONX,1015,ALLERTON AVE,10469.0,Pizza,7.0,A,2017-03-20
50045453,PAPA JOHN'S PIZZA,QUEENS,9035,CORONA AVE,11373.0,Pizza,7.0,A,2017-02-13
50045454,LITTLE CAESARS,BROOKLYN,1491,BROADWAY,11221.0,Pizza,8.0,A,2017-03-30
50045660,DOMINO'S,BROOKLYN,2048,ROCKAWAY PKWY,11236.0,Pizza,43.0,Z,2017-01-10
50045670,DOMINO'S,BROOKLYN,954,NOSTRAND AVE,11225.0,Pizza,3.0,A,2017-02-27
50045887,SCARR'S PIZZA,MANHATTAN,22,ORCHARD ST,10002.0,Pizza,10.0,A,2016-10-21
50045890,La Margarita,MANHATTAN,151,LUDLOW ST,10002.0,Pizza,12.0,A,2017-03-07
50046025,PIZZERIA SIRENETTA,MANHATTAN,568,AMSTERDAM AVE,10024.0,Pizza,12.0,A,2016-10-25
50046034,LEO'S PIZZA,BROOKLYN,2726,MERMAID AVE,11224.0,Pizza,34.0,Z,2017-01-21
50046131,PIZZA HUT,BROOKLYN,1501,PITKIN AVE,11212.0,Pizza,7.0,A,2017-03-29
50046138,PIZZA HUT,BRONX,765,E GUN HILL RD,10467.0,Pizza,6.0,A,2016-05-26
50046165,BELLA PIZZA,BROOKLYN,1712,PITKIN AVE,11212.0,Pizza,12.0,A,2017-04-17
50046224,BAKER'S PIZZA,MANHATTAN,201,AVENUE A,10009.0,Pizza,38.0,Z,2017-04-03
50046229,PAPA JOHN'S PIZZA,BRONX,3929,WHITE PLAINS RD,10466.0,Pizza,12.0,A,2016-04-09
50046277,PAPA JOHN'S,BROOKLYN,1612,NEPTUNE AVE,11224.0,Pizza,22.0,B,2016-07-20
50046323,VINNIE'S PIZZERIA,MANHATTAN,1603,2ND AVE,10028.0,Pizza,13.0,A,2016-12-08
50046395,CIRO'S PIZZA,QUEENS,171,BEACH 116TH ST,11694.0,Pizza,12.0,A,2017-03-06
50046425,2 BROS PIZZA,MANHATTAN,557,8TH AVE,10018.0,Pizza,2.0,A,2016-05-05
50046427,2 BROS PIZZA,MANHATTAN,755,6TH AVE,10010.0,Pizza,3.0,A,2017-03-16
50046498,DUGI'S PIZZA,BRONX,206,W 236TH ST,10463.0,Pizza,2.0,A,2016-08-10
50046501,NICKY'S PIZZA RESTAURANT,BRONX,3070,BAINBRIDGE AVE,10467.0,Pizza,7.0,A,2016-10-27
50046510,J & M BELLA PIZZA,BRONX,3467,BOSTON RD,10469.0,Pizza,12.0,A,2017-03-20
50046588,LUIGI'S PIZZA,BROOKLYN,1615,AVENUE U,11229.0,Pizza,2.0,A,2017-01-17
50046627,ALEXANDRA PIZZA,BRONX,689,E 187TH ST,10458.0,Pizza,19.0,B,2016-05-09
50046647,LITTLE CAESARS PIZZA,BROOKLYN,715,BROADWAY,11206.0,Pizza,12.0,A,2017-04-20
50046649,LITTLE CAESARS PIZZA,BROOKLYN,1431,FULTON ST,11216.0,Pizza,2.0,A,2016-12-08
50046653,LITTLE CEASARS PIZZA,BROOKLYN,1164,BROADWAY,11221.0,Pizza,0.0,A,2016-03-25
50046654,LITTLE CAESARS,BROOKLYN,535,UTICA AVE,11203.0,Pizza,10.0,A,2016-03-31
50046725,Make and Bake Pizza,MANHATTAN,1976,3RD AVE,10029.0,Pizza,10.0,A,2017-02-09
50046844,DOMINO'S,MANHATTAN,965,AMSTERDAM AVE,10025.0,Pizza,10.0,A,2016-04-14
50046885,ROLL LITO'S PIZZA,QUEENS,2650A,4TH ST,11102.0,Pizza,12.0,A,2016-09-13
50046939,ARMANDO'S PIZZA,BROOKLYN,5119,AVENUE U,11234.0,Pizza,12.0,A,2016-04-14
50047029,3 BROS 99 CENT PIZZA,QUEENS,2503,30TH AVE,11102.0,Pizza,7.0,A,2016-10-19
50047096,MIMO'S PIZZA,BROOKLYN,7203,18TH AVE,11204.0,Pizza,12.0,A,2016-06-24
50047139,SOTTOCASA PIZZERIA,MANHATTAN,227,LENOX AVE,10027.0,Pizza,10.0,A,2016-11-16
50047191,Natalie's Pizza,QUEENS,8756,PARSONS BLVD,11432.0,Pizza,12.0,A,2017-03-16
50047227,NEW CAMPENA PIZZERIA,STATEN ISLAND,300,MORNINGSTAR RD,10303.0,Pizza,27.0,B,2017-02-07
50047231,EMILIA'S PIZZERIA,QUEENS,3705,28TH AVE,11103.0,Pizza,13.0,A,2017-01-04
50047255,QUEENS BLVD PIZZERIA,QUEENS,8904,QUEENS BLVD,11373.0,Pizza,2.0,A,2016-12-14
50047416,PIZZA ON THE RUN,BROOKLYN,2914,STILLWELL AVE,11224.0,Pizza,0.0,A,2016-08-02
50047483,LOVE AND DOUGH,BROOKLYN,68,JAY ST,11201.0,Pizza,8.0,A,2016-04-22
50047612,PIE SMITH,BROOKLYN,679,GRAND ST,11211.0,Pizza,6.0,A,2016-06-22
50047621,NALLELI PIZZA & TACOS,BRONX,961,LEGGETT AVE,10455.0,Pizza,13.0,A,2017-01-10
50047688,EMMY SQUARED,BROOKLYN,364,GRAND ST,11211.0,Pizza,10.0,A,2016-08-18
50047697,LENNY'S PIZZA,QUEENS,4408,GREENPOINT AVE,11104.0,Pizza,9.0,A,2016-04-09
50047738,BENNY'S BRICK OVEN PIZZA,BROOKLYN,419,KINGSTON AVE,11225.0,Pizza,21.0,B,2016-10-19
50047769,LITTLE CAESAR'S,MANHATTAN,377,W 125TH ST,10027.0,Pizza,10.0,A,2016-07-27
50047862,JUSTINOS,MANHATTAN,881,10TH AVE,10019.0,Pizza,9.0,A,2017-01-13
50047906,PIZZA,MANHATTAN,51,COLUMBIA ST,10002.0,Pizza,12.0,A,2017-04-17
50047907,CHAMPION PIZZA,MANHATTAN,123,ESSEX ST,10002.0,Pizza,5.0,A,2016-07-13
50047950,GINA'S PIZZA PASTA CAFE,QUEENS,12415,ROCKAWAY BLVD,11420.0,Pizza,28.0,C,2016-11-17
50047981,TWO BOOTS MIDTOWN EAST,MANHATTAN,337,LEXINGTON AVE,10016.0,Pizza,13.0,A,2016-08-19
50048149,MEDITERRANEO PIZZA,MANHATTAN,1593,SAINT NICHOLAS AVE,10040.0,Pizza,9.0,A,2016-07-05
50048355,SALITO'S PIZZA & CAFE,QUEENS,9312,LIBERTY AVE,11417.0,Pizza,9.0,A,2016-08-23
50048361,ANTILLANA PIZZERIA,BRONX,1112,WESTCHESTER AVE,10459.0,Pizza,11.0,A,2016-04-12
50048512,EXCLUSIVE PIZZA,BROOKLYN,3033,AVENUE V,11229.0,Pizza,7.0,A,2016-08-01
50048751,FARMERS KITCHEN,QUEENS,9023,37TH AVE,11372.0,Pizza,23.0,B,2017-03-17
50048760,BOSA OF HARLEM,MANHATTAN,256,E 125TH ST,10035.0,Pizza,12.0,A,2016-07-15
50048772,CREPES and PIZZA,MANHATTAN,2143,7TH AVE,10027.0,Pizza,5.0,A,2016-09-23
50048777,BELLEROSE FAMOUS PIZZA,QUEENS,9910,63RD RD,11374.0,Pizza,11.0,A,2016-09-09
50048923,Milly's Pizzeria,BROOKLYN,834,BROADWAY,11206.0,Pizza,11.0,A,2016-05-03
50049199,KINGS PIZZA,BRONX,131,W KINGSBRIDGE RD,10468.0,Pizza,22.0,B,2016-06-27
50049271,TONY'S PIZZA,BROOKLYN,336,KNICKERBOCKER AVE,11237.0,Pizza,13.0,A,2016-05-24
50049293,BROADWAY BAKERY & PIZZA,QUEENS,11902,LIBERTY AVE,11419.0,Pizza,10.0,B,2017-01-11
50049300,ABITINO'S PIZZA,MANHATTAN,730,10TH AVE,10019.0,Pizza,11.0,A,2017-02-21
50049322,PREGO'S PIZZA,BRONX,1011,MACE AVE,10469.0,Pizza,10.0,A,2016-09-28
50049328,212 PIZZAMAN,MANHATTAN,188,E 104TH ST,10029.0,Pizza,11.0,A,2016-08-30
50049373,PAPA JOHN'S PIZZA,MANHATTAN,1709,AMSTERDAM AVE,10031.0,Pizza,2.0,A,2016-09-15
50049500,BODEGA PIZZA,MANHATTAN,4455,BROADWAY,10040.0,Pizza,12.0,A,2016-10-18
50049538,99 CENTS TASTY HOT PIZZA,MANHATTAN,360,W 42ND ST,10036.0,Pizza,0.0,A,2016-10-21
50049539,99Â¢ FRESH PIZZA,MANHATTAN,143,W 40TH ST,10018.0,Pizza,13.0,A,2017-02-13
50049577,99 CENT FRESH PIZZA,MANHATTAN,151,E 43RD ST,10017.0,Pizza,3.0,A,2017-04-19
50049579,99 CENTS FRESH PIZZA,MANHATTAN,473-A,LEXINGTON AVE,10017.0,Pizza,11.0,A,2016-08-17
50049678,DOMINO'S,MANHATTAN,45,CATHERINE ST,10038.0,Pizza,2.0,A,2016-09-22
50049765,ANGELO'S PIZZA,QUEENS,3219,GREENPOINT AVE,11101.0,Pizza,8.0,A,2016-05-11
50049843,BARTOW PIZZA,BRONX,2045,BARTOW AVE,10475.0,Pizza,2.0,A,2017-02-07
50049939,HILLSIDE PIZZA,QUEENS,16904,HILLSIDE AVE,11432.0,Pizza,11.0,A,2016-12-08
50050262,STANTON PIZZA,MANHATTAN,127,STANTON ST,10002.0,Pizza,2.0,A,2016-09-15
50050442,SOFIA PIZZA SHOPPE,MANHATTAN,989,1ST AVE,10022.0,Pizza,4.0,A,2016-08-31
50050523,MARIO'S PIZZA,QUEENS,14929,GUY R BREWER BLVD,11434.0,Pizza,7.0,A,2016-12-30
50050704,99 Cent Tasty Pizza 6 Ave Inc.,MANHATTAN,388,AVE OF THE AMERICAS,10011.0,Pizza,5.0,A,2017-04-04
50050795,I LOVE NY PIZZA,BRONX,2086,ARTHUR AVE,10457.0,Pizza,4.0,A,2017-03-31
50051001,J & D PIZZERIA & RESTAURANT,BROOKLYN,2530,PITKIN AVE,11208.0,Pizza,12.0,A,2016-10-04
50051127,MOMENTO'S PIZZA COFFEE SHOP,QUEENS,4053,99TH ST,11368.0,Pizza,10.0,A,2016-09-26
50051351,JOE'S PIZZA,QUEENS,8714,ROCKAWAY BEACH BLVD,11693.0,Pizza,3.0,A,2016-12-06
50051668,JOE & SAL'S PIZZERIA,BROOKLYN,842,FRANKLIN AVE,11225.0,Pizza,12.0,A,2016-11-09
50051867,MARTINIELLOS,QUEENS,675,ONDERDONK AVE,11385.0,Pizza,9.0,A,2016-09-28
50051873,BELLA PIZZA,QUEENS,13462,SPRINGFIELD BLVD,11413.0,Pizza,14.0,B,2016-10-31
50051899,PAPA JOHN,QUEENS,15039,14TH AVE,11357.0,Pizza,7.0,A,2016-11-03
50051941,GOOD FELLAS PIZZA SHACK,BRONX,1413,BRONX RIVER AVE,10472.0,Pizza,8.0,A,2017-01-17
50052333,AROMA PIZZA AND CAFE,MANHATTAN,600,W 188TH ST,10040.0,Pizza,9.0,A,2016-08-11
50052365,GRANDMA'S ORIGINAL PIZZA,BROOKLYN,6918,3RD AVE,11209.0,Pizza,12.0,A,2016-09-19
50052407,ZESTY PIZZA & SALUMERIA,MANHATTAN,1670,3RD AVE,10128.0,Pizza,11.0,A,2017-01-20
50052462,LUIGI PIZZERIA & RESTAURANT,QUEENS,20515,35TH AVE,11361.0,Pizza,13.0,A,2016-09-15
50052920,ROYAL PIZZERIA,QUEENS,5506,MYRTLE AVE,11385.0,Pizza,12.0,A,2016-09-17
50053137,PIZZA D' BROOKLYN,BROOKLYN,7810,20TH AVE,11214.0,Pizza,26.0,B,2017-02-27
50053360,GOTHAM PIZZA,MANHATTAN,88,3RD AVE,10003.0,Pizza,5.0,A,2016-11-22
50053361,SAC'S PLACE OF JACKSON HEIGHTS,QUEENS,8614,37TH AVE,11372.0,Pizza,7.0,A,2016-12-12
50053564,HOUSE PIZZA,BRONX,246,E 204TH ST,10458.0,Pizza,13.0,A,2016-10-20
50053676,SBARRO,MANHATTAN,4007,BROADWAY,10032.0,Pizza,9.0,A,2017-01-03
50053917,ROSSETT'S PIZZA,MANHATTAN,114,AVENUE OF THE AMERICAS,10013.0,Pizza,11.0,A,2016-10-13
50054076,3 SISTERS PIZZA,BRONX,324,E 194TH ST,10458.0,Pizza,11.0,A,2017-02-21
50054385,SABA'S PIZZA,MANHATTAN,1217,LEXINGTON AVE,10028.0,Pizza,7.0,A,2016-10-27
50054464,Northern Fried Chicken and Pizza,QUEENS,10402,NORTHERN BLVD,11368.0,Pizza,8.0,A,2016-12-21
50054604,JUSTIN PIZZA,BRONX,840,RIVER AVE,10451.0,Pizza,11.0,A,2016-11-10
50054964,GEO'S PIZZERIA,QUEENS,13512,JAMAICA AVE,11418.0,Pizza,10.0,A,2017-01-11
50055044,TONY'S FAMOUS PIZZA,QUEENS,10918,JAMAICA AVE,11418.0,Pizza,9.0,A,2017-01-11
50055657,TRENTA-TRE PIZZERIA,MANHATTAN,171,MADISON AVE,10016.0,Pizza,12.0,A,2017-02-21
50056069,WAHIZZA,MANHATTAN,4484,BROADWAY,10040.0,Pizza,38.0,Z,2017-04-13
50056150,PIZZA PLUS,BROOKLYN,1895,CONEY ISLAND AVE,11230.0,Pizza,10.0,A,2016-12-13
50056282,GOD BLESS PIZZA,QUEENS,17903,JAMAICA AVE,11432.0,Pizza,16.0,B,2017-01-28
50056305,MONTE PIZZA,BRONX,360,E 188TH ST,10458.0,Pizza,13.0,A,2016-11-03
50056382,ARTISTIC STITCH SPORTS COMPLEX(PARTY PLACE),QUEENS,7908,COOPER AVE,11385.0,Pizza,5.0,A,2016-11-16
50056508,MIKE'S PIZZA,QUEENS,6107,UTOPIA PKWY,11365.0,Pizza,5.0,A,2016-10-31
50056622,MATESE PIZZERIA,QUEENS,2615,FRANCIS LEWIS BLVD,11358.0,Pizza,9.0,A,2016-12-14
50056756,FRESH PIZZA 99 CENTS,MANHATTAN,1032,6TH AVE,10018.0,Pizza,12.0,A,2016-12-20
50056825,BELLA MIA PIZZA,BROOKLYN,24,AVENUE O,11204.0,Pizza,18.0,B,2017-02-22
50056919,SLICE ASTORIA,QUEENS,3708,30TH AVE,11103.0,Pizza,8.0,A,2017-01-18
50057006,ARTICHOKE PIZZA,BROOKLYN,18,WYCKOFF AVE,11237.0,Pizza,10.0,A,2017-02-02
50057010,ARTICHOKE BASILLE'S PIZZA,BROOKLYN,9102,4TH AVE,11209.0,Pizza,9.0,A,2016-12-05
50057031,DOUGH BY LICASTRI,STATEN ISLAND,1456,RICHMOND RD,10304.0,Pizza,2.0,A,2017-03-22
50057129,M2O PIZZA,STATEN ISLAND,2381,HYLAN BLVD,10306.0,Pizza,2.0,A,2017-03-09
50057226,LITTLE CEASARS,QUEENS,5725,ROOSEVELT AVE,11377.0,Pizza,2.0,A,2017-01-05
50057227,PASHA PIZZA PITA,BROOKLYN,665,CLASSON AVE,11238.0,Pizza,2.0,A,2017-02-03
50057291,LORENZO'S,BROOKLYN,1702,86TH ST,11214.0,Pizza,9.0,A,2017-01-05
50057391,MUNCHIES,QUEENS,12301,LIBERTY AVE,11419.0,Pizza,10.0,A,2017-01-19
50057422,BELLA NAPOLI,BRONX,769,ALLERTON AVE,10467.0,Pizza,7.0,A,2016-12-28
50057459,LITTLE ITALY PIZZA,MANHATTAN,696,9TH AVE,10036.0,Pizza,9.0,A,2017-01-31
50057519,BELLA PIZZA AND GRILL,QUEENS,8917A,165TH ST,11432.0,Pizza,37.0,C,2017-01-09
50057566,DOMINO'S,QUEENS,24722D,S CONDUIT AVE,11422.0,Pizza,5.0,A,2017-01-30
50057819,FRATELLI'S PIZZERIA,BROOKLYN,7203,18TH AVE,11204.0,Pizza,10.0,A,2016-12-14
50057922,FIVE BROTHERS PIZZA,BROOKLYN,2650,CONEY ISLAND AVE,11223.0,Pizza,7.0,A,2016-12-27
50058321,SUMA PIZZA,BRONX,86,E 161ST ST,10451.0,Pizza,2.0,A,2017-02-23
50058340,LITTLE CAESARS,MANHATTAN,1936,3RD AVE,10029.0,Pizza,2.0,A,2017-03-22
50058368,PRIMADONNA,QUEENS,10018,QUEENS BLVD,11375.0,Pizza,12.0,A,2017-01-19
50058421,LITTLE CAESARS,BROOKLYN,535,UTICA AVE,11203.0,Pizza,10.0,A,2017-02-17
50058434,NORA PIZZA,BRONX,2456,EASTCHESTER RD,10469.0,Pizza,54.0,Z,2017-03-24
50058493,NEW YORK SAL'S PIZZERIA,MANHATTAN,696,10TH AVE,10019.0,Pizza,5.0,A,2017-03-21
50058534,LA REGINA PIZZERIA,QUEENS,6008,KISSENA BLVD,11355.0,Pizza,8.0,A,2017-03-02
50058548,PINO'S PIZZERIA,STATEN ISLAND,1026,ROSSVILLE AVE,10309.0,Pizza,5.0,A,2017-01-19
50058564,DREAMERS PIZZA,MANHATTAN,1850,3RD AVE,10029.0,Pizza,2.0,A,2017-02-02
50058702,ROMA PIZZA & PASTA,QUEENS,1001,36TH AVE,11106.0,Pizza,2.0,A,2017-03-02
50058728,"THREE BROTHERS PIZZERIA & RESTAURANT, INC",BROOKLYN,805,VAN SICLEN AVE,11207.0,Pizza,9.0,A,2017-03-20
50058769,BROOKLYN PIZZA CREW,BROOKLYN,758,NOSTRAND AVE,11216.0,Pizza,10.0,A,2017-03-01
50058787,Pizza Guys,BROOKLYN,93,HOWARD AVE,11233.0,Pizza,15.0,B,2017-02-13
50058843,PITT PIZZERIA,MANHATTAN,85,PITT ST,10002.0,Pizza,21.0,Z,2017-03-23
50058878,DOMINO'S,BROOKLYN,1544,BROADWAY,11221.0,Pizza,22.0,Z,2017-02-28
50058880,DOMINO'S,BRONX,2721,BRONXWOOD AVE,10469.0,Pizza,2.0,A,2017-02-15
50058886,DOMINO'S,QUEENS,8717,LEFFERTS BLVD,11418.0,Pizza,5.0,A,2017-03-31
50058895,CROWN CHICKEN AND PIZZA,STATEN ISLAND,3007,RICHMOND TER,10303.0,Pizza,22.0,B,2017-02-28
50058897,PAPA JOHNS PIZZA/CAFE ROCKAWAYS CHICKEN THINGS,QUEENS,4901,BEACH CHANNEL DR,11691.0,Pizza,24.0,B,2017-02-01
50058921,PIERS PIZZA COMPANY,MANHATTAN,61,CHELSEA PIERS PIER,10011.0,Pizza,2.0,A,2017-03-22
50058953,DOMINO'S,MANHATTAN,1988,AMSTERDAM AVE,10032.0,Pizza,12.0,A,2017-03-03
50059215,LA BELLA PIZZA,QUEENS,4706,GREENPOINT AVE,11104.0,Pizza,25.0,Z,2017-03-23
50059380,O & O PIZZA,BRONX,1448,EAST AVE,10462.0,Pizza,51.0,Z,2017-04-06
50059425,BETO'S MEXICAN FOOD PIZZA & BURGERS,BRONX,301,E 181ST ST,10457.0,Pizza,38.0,Z,2017-04-04
50059706,NOEL'S PIZZA 2,BRONX,38,W FORDHAM RD,10468.0,Pizza,12.0,A,2017-04-13
50059711,TWO BOOTS TO GO WEST,MANHATTAN,201,W 11TH ST,10014.0,Pizza,7.0,A,2017-03-10
50059739,SALVATORE'S NY PIZZA,BRONX,119,E 183RD ST,10453.0,Pizza,10.0,A,2017-03-23
50059778,EMMY SQUARED,BROOKLYN,364,GRAND ST,11211.0,Pizza,11.0,A,2017-04-17
50059943,LINDA'S WINGK BOY PIZZERIA,BRONX,729,E TREMONT AVE,10457.0,Pizza,12.0,A,2017-03-31
50059977,LUIGI'S PIZZA,MANHATTAN,2127,AMSTERDAM AVE,10032.0,Pizza,2.0,A,2017-03-03
50060049,TRADITA BRICK OVEN PIZZA,BRONX,292,E 204TH ST,10467.0,Pizza,4.0,A,2017-03-27
50060439,LA VERA PIZZA,MANHATTAN,922,2ND AVE,10017.0,Pizza,9.0,A,2017-03-24
50060695,2 BROS PIZZA,QUEENS,16417,JAMAICA AVE,11432.0,Pizza,7.0,Z,2017-04-10
50062741,LA ROMANA PIZZERIA,BROOKLYN,755,GRAND ST,11211.0,Pizza,6.0,A,2017-04-18
